12.47,77.06,10.47,0
13.63,76.76,9.61,0
15.37,75.74,8.89,0
16.7,74.95,8.35,0
18.36,73.89,7.75,0
20.45,72.35,7.21,0
22.4,70.7,6.9,1
24.82,68.82,6.36,1
11.73,74.98,13.29,0
12.53,75.02,12.45,0
13.72,74.82,11.46,0
15.21,74.19,10.59,0
17.04,73.14,9.82,0
18.37,72.59,9.04,0
20.69,70.95,8.35,0
22.88,69.4,7.73,1
25.25,67.52,7.24,1
27.75,65.55,6.7,1
30.43,63.5,6.07,2
32.61,61.57,5.82,2
11.39,72.4,16.21,0
12.3,72.61,15.09,0
13.57,72.51,13.92,0
15.03,72.17,12.8,0
17.01,71.37,11.61,0
18.67,70.61,10.72,0
20.76,69.48,9.76,0
23.08,67.88,9.04,0
25.75,66,8.25,1
28.05,64.32,7.63,2
30.89,62.21,6.9,2
33.12,60.44,6.44,2
36.27,57.81,5.92,2
38.77,55.75,5.48,2
42.09,52.88,5.04,2
11.2,69.21,19.59,0
12.15,69.63,18.23,0
13.49,69.72,16.79,0
15.14,69.39,15.46,0
16.97,68.99,14.05,0
18.58,68.46,12.96,0
20.73,67.49,11.78,0
23.31,66.03,10.67,0
25.71,64.62,9.67,0
28.6,62.59,8.81,3
31.12,60.81,8.08,2
33.31,59.3,7.39,2
36.95,56.49,6.56,2
39.81,54.14,6.05,2
42.47,51.99,5.54,2
44.64,50.25,5.12,2
48.08,47.15,4.77,2
11.16,65.31,23.53,4
12.01,65.94,22.05,4
13.15,66.42,20.43,0
14.77,66.45,18.78,0
16.48,66.55,16.97,0
18.36,65.91,15.72,0
20.89,64.91,14.21,0
23.24,63.99,12.78,0
25.62,62.73,11.65,0
28.63,60.95,10.42,0
31.19,59.29,9.51,2
34.25,57.02,8.61,2
37.08,55.23,7.69,2
40.37,52.82,6.81,2
42.7,51.1,6.2,2
45.19,49.18,5.64,2
47.83,46.96,5.21,2
50.51,44.57,4.92,2
54.78,40.81,4.41,5
10.78,60.66,28.56,4
11.67,61.91,26.42,4
12.77,62.54,24.69,4
14.31,62.95,22.74,4
16,63.13,20.87,0
17.99,62.96,19.05,0
20.21,62.53,17.25,0
22.74,61.49,15.77,0
25.8,60.18,14.02,0
28.32,58.99,12.69,0
31.57,57.7,11.4,0
34.22,55.56,10.22,6
37.27,53.68,9.05,6
40.51,51.46,8.04,2
42.73,50.08,7.19,2
45.1,48.3,6.6,2
48.78,46,5.85,2
51.18,43.48,5.34,5
55.11,40.06,4.84,5
57.39,37.5,4.5,5
60.91,34.87,4.22,5
10.47,57.16,32.37,4
11.08,58.74,30.18,4
12.08,59.57,28.35,4
13.38,60.56,26.06,4
14.72,61.02,24.26,4
16.68,61.07,22.25,0
18.68,60.96,20.36,0
21.18,60.28,18.54,0
23.6,59.61,16.8,0
26.72,58.19,15.09,0
29.33,57.12,13.55,0
32.61,55.23,12.16,0
35.76,53.45,10.79,6
39.41,51.02,9.57,2
41.55,50.17,8.28,2
43.71,48.69,7.6,2
46.73,46.56,6.71,2
49.78,44.2,6.01,5
54.04,40.68,5.28,5
57.23,37.94,4.83,5
60.18,35.42,4.4,5
63.11,32.79,4.11,5
65.71,30.41,3.88,5
10.81,52.77,36.42,0
11.82,54.38,33.8,4
12.85,55.5,31.66,4
14.5,56.07,29.43,0
15.96,56.92,27.12,4
18.23,56.84,24.93,0
20.67,56.75,22.58,0
23.39,55.99,20.62,0
26.09,55.32,18.6,0
29.13,54.37,16.51,0
32.44,52.87,14.7,0
35.58,51.4,13.02,0
39.15,49.35,11.5,7
41.81,48.24,9.96,2
44.02,47.18,8.79,2
46.85,45.31,7.84,2
50.11,42.87,7.01,5
54.22,39.66,6.12,5
57.25,37.34,5.41,5
60.24,34.87,4.89,5
63.12,32.34,4.53,5
65.54,30.23,4.22,5
67.6,28.38,4.02,5
10.29,47.13,42.57,0
11.1,48.94,39.97,0
12.32,49.95,37.72,0
13.45,51.28,35.26,0
15.31,51.77,32.92,0
17.47,52.02,30.51,0
19.7,52.39,27.91,0
22.22,52.67,25.11,0
25.14,52.27,22.59,0
28.26,51.53,20.2,0
31.51,50.42,18.06,0
34.86,49.1,16.04,0
38.22,47.72,14.06,0
41.55,46.12,12.33,7
43.66,45.54,10.8,7
46.56,43.92,9.52,5
49.81,42,8.19,5
54.06,38.66,7.29,5
57.06,36.6,6.35,5
60.29,34.06,5.65,5
62.74,32.2,5.06,5
65.41,29.85,4.74,5
67.19,28.3,4.51,5
68.98,26.86,4.16,5
71.11,24.93,3.95,5
10.54,42.97,46.48,0
11.55,44.53,43.92,0
12.72,45.94,41.34,0
14.27,47.34,38.39,0
16.21,48.06,35.73,0
18.39,48.13,33.49,0
21.33,48.1,30.57,0
24.22,48.13,27.65,0
27.03,48.3,24.67,0
30.32,47.77,21.91,0
34.07,46.52,19.41,0
37.73,45.24,17.03,0
41.58,43.28,15.14,0
43.47,43.39,13.14,7
46.72,41.9,11.39,7
49.92,40.13,9.95,5
53.16,38.02,8.82,5
57.13,35.27,7.6,5
60.01,33.31,6.68,5
62.89,31.08,6.03,5
65.43,29.08,5.49,5
67.01,27.95,5.04,5
69.22,26.09,4.7,5
70.98,24.74,4.29,5
73.36,22.6,4.04,5
10.08,36.82,53.1,0
11.07,38.72,50.21,0
12.16,40.33,47.51,0
13.52,41.75,44.73,0
15.09,43,41.9,0
17.2,43.81,38.99,0
19.66,43.97,36.37,0
22.74,43.72,33.54,0
26.04,43.58,30.38,0
29.03,43.94,27.04,0
32.45,43.69,23.86,0
35.93,42.85,21.21,0
40.01,41.95,18.04,0
42.88,40.97,16.15,0
45.75,39.85,14.4,7
49.34,38.29,12.37,5
52.86,36.36,10.78,5
56.36,34.26,9.37,5
59.77,32.22,8.01,5
62.64,30.13,7.23,5
65.02,28.6,6.38,5
66.82,27.29,5.89,5
68.87,25.78,5.35,5
70.87,24.25,4.88,5
73.46,22.12,4.42,5
75.09,20.73,4.18,5
9.74,33.18,57.08,0
10.74,35.12,54.15,0
12.16,36.25,51.59,0
13.57,37.91,48.53,0
15.75,39,45.26,0
17.94,39.78,42.28,0
20.53,40.37,39.11,0
24.02,40.05,35.93,0
27.5,39.74,32.76,0
31.15,39.32,29.53,0
34.67,39.61,25.72,0
38.74,38.49,22.77,0
41.07,37.67,21.26,0
44.89,37.94,17.17,0
48.71,35.98,15.31,0
52.14,34.57,13.29,5
55.58,32.9,11.52,5
58.84,31.11,10.05,5
61.81,29.39,8.8,5
64.51,27.75,7.75,5
66.61,26.43,6.96,5
68.38,25.45,6.17,5
70.59,23.87,5.54,5
72.59,22.28,5.13,5
75.14,20.23,4.63,5
76.75,18.98,4.27,5
78.64,17.46,3.9,5
10.11,29.59,60.29,0
11.27,31.01,57.72,0
12.56,32.65,54.8,0
14.14,34,51.86,0
16,35.17,48.83,0
18.79,36.15,45.06,0
21.79,36.48,41.73,0
25.33,36.25,38.42,0
28.99,36.01,35,0
32.76,35.7,31.55,0
36.38,35.75,27.87,0
40.46,34.93,24.61,0
43.74,34.43,21.84,0
46.58,34.3,19.13,0
50.95,32.67,16.38,0
54.56,31.17,14.27,8
57.98,29.68,12.34,5
60.8,28.48,10.72,5
63.48,27,9.52,5
66.3,25.48,8.22,5
68.47,24.17,7.36,5
70.59,22.85,6.56,5
72.7,21.43,5.87,5
74.77,19.87,5.36,5
76.7,18.49,4.81,5
78.59,16.98,4.43,5
80.47,15.44,4.09,5
10.78,25.95,63.27,9
11.91,26.94,61.15,0
13.29,28.84,57.87,0
15.37,29.6,55.02,0
17.85,30.41,51.74,0
20.34,32.05,47.61,0
23.5,32.36,44.14,0
27.19,32.68,40.13,0
31.35,32.52,36.14,0
35.45,31.65,32.9,0
39.75,31.32,28.93,0
44.09,30.53,25.38,0
46.72,30.88,22.4,0
50.33,29.99,19.67,0
54.65,28.43,16.92,0
58.2,27.04,14.76,8
61.34,25.86,12.8,8
64.15,24.84,11.01,5
66.55,23.72,9.73,5
68.62,22.64,8.74,5
70.46,21.74,7.8,5
72.29,20.79,6.92,5
74.64,19.2,6.16,5
76.46,17.95,5.59,5
78.31,16.57,5.12,5
79.57,15.68,4.74,5
81.34,14.34,4.32,5
10.85,22.9,66.25,9
12.21,24.12,63.67,0
13.78,25.42,60.8,0
15.75,26.63,57.62,0
18.14,27.66,54.21,0
21.03,28.63,50.34,0
24.55,28.95,46.49,0
28.23,29.2,42.57,0
32.54,28.98,38.49,0
36.93,28.4,34.67,0
41.52,27.68,30.8,0
45.47,27.38,27.15,0
48.16,27.7,24.14,0
52.5,26.51,20.99,0
56.82,25.04,18.14,0
60.07,24.14,15.79,8
62.98,23.3,13.73,8
66.23,21.95,11.82,5
68.91,21.13,9.96,5
70.67,20.23,9.11,5
72.72,19.36,7.92,5
74.48,18.35,7.17,5
76.16,17.39,6.45,5
78.11,16.16,5.73,5
79.76,15.02,5.23,5
81.02,14.16,4.82,5
82.5,13.08,4.42,10
11.4,20.5,68.3,9
12.21,21.33,66.46,9
13.88,22.41,63.71,0
16.16,23.39,60.45,0
18.64,24.17,57.18,0
21.62,25.2,53.18,0
25.18,25.51,49.31,0
29.02,25.92,45.06,0
33.23,25.8,40.97,0
37.98,25.33,36.68,0
42.85,24.5,32.65,0
46.48,24.73,28.79,0
49.61,24.53,25.85,0
54.34,23.25,22.41,0
58.13,22.42,19.46,0
61.53,21.51,16.96,8
64.96,20.35,14.68,8
67.64,19.64,12.72,5
69.9,18.96,11.14,5
71.88,18.32,9.79,5
73.77,17.75,8.48,5
75.82,16.6,7.58,5
77.51,15.66,6.84,5
79.29,14.5,6.21,5
80.67,13.74,5.59,5
82.12,12.84,5.04,5
12.6,19,68.5,9
14.05,19.75,66.2,9
16.05,20.82,63.13,0
18.95,20.76,60.29,0
22.16,22.12,55.72,0
25.65,22.82,51.53,0
29.73,22.85,47.42,0
34.3,22.71,42.99,0
38.89,22.43,38.68,0
43.65,21.7,34.65,0
47.28,22.05,30.67,0
50.76,21.81,27.43,0
55.55,20.77,23.68,0
59.7,19.81,20.49,0
62.92,19.1,17.98,8
66.41,18.19,15.39,5
69.07,17.53,13.39,5
71.18,17.05,11.78,5
73.35,16.29,10.35,5
75.11,15.78,9.12,5
76.91,14.99,8.1,5
78.8,14,7.21,5
80.55,13.21,6.24,5
81.79,12.39,5.82,5
82.91,11.78,5.31,5
12.4,16.65,70.95,9
14.14,17.52,68.33,9
16.52,18.15,65.33,9
19.05,18.82,62.13,0
22.44,19.34,58.23,0
26.23,19.79,53.98,0
30.49,20.15,49.36,0
34.97,20.01,45.02,0
39.69,19.66,40.65,0
44.49,19.21,36.3,0
48.18,19.34,32.47,0
52.24,18.66,29.1,0
56.83,18.23,24.94,0
60.62,17.61,21.77,8
64.05,16.99,18.96,8
67.49,16.17,16.34,5
70.04,15.64,14.32,5
72.38,15.23,12.4,5
74.3,14.66,11.04,5
76.22,14.22,9.55,5
78,13.46,8.53,5
79.81,12.73,7.46,5
81.26,11.94,6.8,5
82.73,11.26,6.01,5
83.91,10.63,5.46,5
12.23,14.62,73.15,11
14.04,15.31,70.65,9
16.38,15.8,67.82,9
19.03,16.7,64.27,0
22.32,17.03,60.65,0
26.08,17.5,56.42,0
30.53,17.72,51.74,0
34.81,17.48,47.71,0
40.16,17.13,42.71,0
44.94,17.01,38.05,0
48.48,16.98,34.53,0
52.57,16.78,30.66,0
57.37,16.16,26.47,0
61.71,15.51,22.78,0
65.1,14.95,19.95,8
68.67,14.3,17.04,5
71,14.07,14.93,5
73.27,13.53,13.2,5
75.14,13.26,11.6,5
77.21,12.67,10.11,5
78.75,12.3,8.95,5
80.57,11.54,7.89,5
82.02,10.88,7.1,5
83.14,10.46,6.4,5
14,13.82,72.18,9
16.16,14.1,69.74,9
18.84,14.54,66.63,9
22.36,14.82,62.82,9
26.19,15.37,58.44,9
30.56,15.48,53.96,0
35.22,15.47,49.31,0
40.27,15.07,44.66,0
45.08,14.85,40.07,0
48.88,15.07,36.05,0
53.37,14.59,32.04,0
58.27,14.16,27.56,0
62.45,13.43,24.12,8
65.98,13.14,20.88,8
69.58,12.48,17.93,5
72.13,12.33,15.54,5
73.95,12.25,13.8,5
75.96,11.91,12.13,5
78.01,11.44,10.55,5
79.68,10.99,9.33,5
81.47,10.3,8.24,5
82.69,10,7.32,5
83.67,9.68,6.65,5
16.1,12.6,71.3,9
18.79,12.94,68.28,9
22.27,13.41,64.32,9
25.98,13.68,60.34,9
30.32,13.7,55.98,0
35.07,13.8,51.13,9
40.09,13.51,46.4,9
45.22,13.06,41.72,0
49.25,13.27,37.48,0
53.5,13.14,33.36,0
58.54,12.48,28.98,0
62.73,12.23,25.04,0
66.55,11.79,21.66,8
70.18,11.29,18.53,5
72.67,11.07,16.26,5
74.54,11.07,14.39,5
76.56,10.77,12.67,5
78.51,10.43,11.06,5
80.18,10.02,9.81,5
81.65,9.65,8.69,12
82.88,9.18,7.94,5
18.45,11.52,70.03,9
21.92,11.88,66.2,9
25.67,12.17,62.16,9
29.8,12.31,57.89,9
34.65,12.33,53.02,9
39.72,12.02,48.26,9
44.81,11.84,43.35,0
48.96,11.84,39.2,0
53.41,11.55,35.05,0
58.7,11.23,30.07,0
63.08,10.82,26.1,0
67.03,10.46,22.51,8
70.73,10.07,19.2,5
73.1,10.02,16.88,5
75.23,9.81,14.96,5
77.29,9.61,13.1,5
79.28,9.28,11.44,5
80.94,8.93,10.12,5
82.11,8.67,9.22,5
22,10.83,67.18,9
25.5,10.94,63.56,9
29.59,10.84,59.57,9
34.37,10.99,54.63,9
39.35,10.79,49.86,9
44.51,10.6,44.89,9
48.85,10.68,40.47,0
53.41,10.08,36.51,0
58.44,10.16,31.4,0
62.88,9.9,27.22,0
67,9.66,23.33,8
70.8,9.16,20.04,8
73.39,9.08,17.53,5
75.15,9.14,15.71,5
77.45,8.88,13.67,5
79.19,8.61,12.2,5
81.11,8.34,10.55,5
25.99,9.64,64.36,9
29.1,9.9,61,9
33.36,9.94,56.7,9
38.64,9.86,51.49,9
43.39,9.75,46.86,9
48.37,9.72,41.91,0
52.85,9.56,37.59,0
57.92,9.3,32.78,0
62.52,9.1,28.38,0
66.78,8.7,24.52,8
70.82,8.36,20.83,8
73.32,8.38,18.3,5
75.14,8.31,16.55,5
77.5,8.23,14.28,5
79.15,8.23,12.62,5
32.41,9.32,58.27,9
37.45,9.16,53.4,9
42.82,8.99,48.19,9
47.6,8.96,43.44,0
51.91,8.85,39.23,0
56.91,8.66,34.42,0
62.14,8.16,29.69,0
66.28,8.14,25.58,0
70.56,7.84,21.6,8
72.98,7.83,19.2,5
74.94,7.77,17.28,5
41.55,8.31,50.14,9
46.78,8.17,45.05,9
50.99,8.19,40.82,0
56,8.04,35.96,0
61.08,7.84,31.08,0
65.2,7.68,27.12,0
70.03,7.22,22.75,8
